"Experiment","Target","Date","Variable","Method","Unit","Value","Data.Description","X","Experiment.URI","Target.URI","Variable.URI","Data.Description.URI"
"LBE_ANSWER2019_3","PMC728.11nax_n24","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","14.3","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000014","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n23","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","13.5","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000013","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n22","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","14.5","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000012","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n21","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","14.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000011","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n20","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","14.2","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000010","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n19","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","13.8","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000009","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n18","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","14.8","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000008","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n17","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","14.2","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000007","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n16","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","14.6","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000006","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n15","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","15.1","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000005","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n14","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","14.1","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000004","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n13","2019-07-15T16:30:00.000+0200","PAR_FluorescentTube_µmol/s/m²","FluorescentTube","µmol/s/m²","13.8","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000003","http://www.opensilex.org/weis/id/variables/v051","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n24","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000014","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n23","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000013","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n22","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000012","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n21","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000011","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n20","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000010","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n19","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000009","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n18","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000008","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n17","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000007","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n16","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000006","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n15","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000005","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n14","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000004","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n13","2019-07-15T16:30:00.000+0200","Environment_EnvironmentFeeding_2P/2N/(2N/4)","EnvironmentFeeding","2P/2N/(2N/4)","2N","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000003","http://www.opensilex.org/weis/id/variables/v052","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n24","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000014","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n23","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000013","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n22","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000012","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n21","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000011","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n20","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000010","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n19","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000009","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n18","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000008","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n17","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000007","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n16","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000006","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n15","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000005","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n14","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000004","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n13","2019-07-15T16:30:00.000+0200","Agitation_MagnetisedBar_Rpm","MagnetisedBar","Rpm","100.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000003","http://www.opensilex.org/weis/id/variables/v053","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n24","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000014","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n23","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000013","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n22","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000012","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n21","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000011","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n20","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000010","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n19","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000009","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n18","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000008","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n17","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000007","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n16","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000006","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n15","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000005","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n14","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000004","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n13","2019-07-15T16:30:00.000+0200","SubstrateVolume_/NA/_mL","/NA/","mL","200.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000003","http://www.opensilex.org/weis/id/variables/v054","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n24","2019-07-15T16:30:00.000+0200","ChlaSampleVolume_ExtractionSample_mL","ExtractionSample","mL","1.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000014","http://www.opensilex.org/weis/id/variables/v057","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n23","2019-07-15T16:30:00.000+0200","ChlaSampleVolume_ExtractionSample_mL","ExtractionSample","mL","1.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000013","http://www.opensilex.org/weis/id/variables/v057","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n22","2019-07-15T16:30:00.000+0200","ChlaSampleVolume_ExtractionSample_mL","ExtractionSample","mL","1.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000012","http://www.opensilex.org/weis/id/variables/v057","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n21","2019-07-15T16:30:00.000+0200","ChlaSampleVolume_ExtractionSample_mL","ExtractionSample","mL","1.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000011","http://www.opensilex.org/weis/id/variables/v057","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n20","2019-07-15T16:30:00.000+0200","ChlaSampleVolume_ExtractionSample_mL","ExtractionSample","mL","1.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000010","http://www.opensilex.org/weis/id/variables/v057","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PCC9432ax_n19","2019-07-15T16:30:00.000+0200","ChlaSampleVolume_ExtractionSample_mL","ExtractionSample","mL","1.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000009","http://www.opensilex.org/weis/id/variables/v057","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n18","2019-07-15T16:30:00.000+0200","ChlaSampleVolume_ExtractionSample_mL","ExtractionSample","mL","1.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000008","http://www.opensilex.org/weis/id/variables/v057","http://www.opensilex.org/weis/id/provenance/1588062970037"
"LBE_ANSWER2019_3","PMC728.11nax_n17","2019-07-15T16:30:00.000+0200","ChlaSampleVolume_ExtractionSample_mL","ExtractionSample","mL","1.0","LBE",NA,"http://www.opensilex.org/weis/WS2017-1","http://www.opensilex.org/weis/2020/o20000007","http://www.opensilex.org/weis/id/variables/v057","http://www.opensilex.org/weis/id/provenance/1588062970037"
